text,label
"pilihan rasa ice cream nya unik , rasa sayuran . untuk harga relatif murah , saya pesan waktu itu kue cubit sarang laba-laba dengan 2 scoop ice cream , 2 topping , 1 sauce cuma 28k . ice cream green tea nya enak banget . rekomendasi ! pelayanan nya juga bagus , ramah-ramah , dan mereka kasih gratis makanan ringan sambil menunggu pesanan nya datang .",0
dari dulu sudah mau banget coba ke sini akhirnya sampai juga . dari mulai reservasi sampai proses billing semuanya terlayani dengan sangat memuaskan . sangat dianjurkan tempat tidak perlu jauh jauh ke lembang untuk lihat citylight . thanks to mas agus untuk teh terbaik pelayanan we have had .,0
dusun bambu berlokasi di area lembang dan cukup mudah dijangkau dari kota bandung . di sini terdapat berbagai aktraksi dan aktivitas untuk anak-anak . selain itu terdapat foodcourt dan restoran yang menyediakan berbagai hidangan indonesia .,0
"letak nya persis di depan universitas nhi bandung di jalan . setiabudi , karenanya warung surabi ini disebut warung surabi enhaii . begitu masuk kita akan disambut oleh suara orang menyanyi karena di warung setiabudi nama asli warung surabi enhaii ini ada musik live - nya . bila kita ingin makan di sini , terlebih dahulu kita harus mengisi formulir makanan minuman setelah itu baru memberikan formulir .",1
"saya bersama 2 teman mencari restoran atau kedai yang khusus menyajikan masakah orang cina halal , karena ada 1 teman saya yang muslimah . dari hasil pencarian , ditemukanlah mangkok ayam istana plasa ini , yang lokasi nya dekat rumah . mungkin saya berharap kelewat banyak , karena ketika 1 pesanan kami tiba , yaitu caisim cah saus tiram , selain penampilan nya tidak menarik , ketika dicicipi , tidak ada rasanya sama sekali .",2
restoran ini menyediakan beragam masakan cina . favorit keluarga kami adalah mi goreng nya . untuk yang mau makan di tempat suasana nya nyaman karena penuh ac . tapi jika mau makan di rumah kita bisa memesan karena bisa diantar ke rumah kita .,0
aduh pak tak usah kau marah-marah tak jelas begitu . kalau sudah mau diperiksa ya relakan saja . tak usah bicara sana - sini seperti orang tak bersalah .,2
"the kiosk braga salah satu alternatif tempat makan siang bagi saya dan rekan kerja saya , sebelum direnovasi menjadi konsep the lost sensasi makan di dalam gua , the kiosk cukup rekomendasi , namun akhir akhir ini , pelayanan nya sangat buruk , sering lama , bahkan bisa hampir satu jam , pesan makanan jam 12.05 , datang nya 12.55 , untuk harga sih standarlah , tidak bisa dibilang murah juga karena .",2
"cocok untuk makan malam romantis dengan pasangan . ada pilihan indoor atau di luar . disarankan tidak ke tempat ini saat liburan karena sulit dapat tempat yang sepi . pilihan makanan bervariasi , makanan indonesia atau makanan barat . staf sangat ramah dan sigap melayani .",0
penawaran spesial untuk charm bodyfit super slim khusus di bulan juni .,1
"sangat nyaman tempat yang tertata baik , tempat parkir yang bagus namun harga kurang bersahabat , dan masih perlu pembenahan pada eksterior restoran sehingga lebih nyaman dan asri",0
"biru ada 4 , hijau ada 4 , merah ada 3 , kuning ada 3",1
"saung geulis merupakan salah satu resto khas sunda yang berada di daerah lembang jawa barat . konsep yang dimiliki resto ini terlihat seperti rumah . letak resto ini pas sekali di dekat pinggir jalan . penataan ruangan nya juga original khas bandung banget , dengan lampu yang agak redup-redup mirip di desa . pelayan nya sangat ramah , dan cepat tanggap , dalam menata meja makan juga .",0
"kafe betawi menawarkan menu yang lezat baik makanan jawa rawon , sumatra pindang namun sebagian besar adalah khas jakarta betawi . penyajian enak dan harga nya terasa lebih mahal dibanding menu yang sama",0
"tempat nya nyaman banget buat makan siang , apalagi makan malam . pemandangan nya keren , makanan enak , harga juga sepadan . satu lagi resto yang harus dicoba masakan sunda nya . pertama x datang sama teman-teman , kedua , ketiga , sampai ke empat sama keluarga . tiap ke bandung pasti diusahakan mampir sini .",0
tempat nya ramai . malam minggu ada live music macam-macam menu surabi variatif . parkir nya saja yang susah karena pinggir jalan . jadi tumpang parkir di rumah toko - rumah toko .,0
"datang ke sini tidak direncanakan , pas lewat warung taro ini selalu ramai . pas kebetulan lewat dan ada tempat parkir , mampir deh . makanan nya enak terutama tempe mendoan dan pisang goreng nya . untuk makan siang menu nasi kuning juga enak .",0
"sabtu - minggu , malang macet semacet-macet nya",2
anak nakal tukang buat masalah,2
kebaikan prabowo menghiasi negri ku tercinta indonesia adil dan makmur .,0
"ahmad yohan kok goblok ya , bisa-bisa nya dia bilang zaidit mewakili kita semua . kamu saja kali kontol !",2
"ayam goreng kampung yang enak . sudah ada dari saya kecil . kremes nya enak . tanpa kremes , ayam nya terasa biasa saja . tempe mendoan nya tidak enak . sambal nya cocok dengan ayam nya .",0
"harga nya murah under 30 ribu , enak buat nongkrong apalagi ada kolom renang yang bikin unik ini tempat . suka it !",0
"kalau bingung mau ke mana , mending dicoba braga pemai ini . restoran yang sudah ada sejak jaman belanda , tiap malam minggu menghadirkan live musik . makanan nya pun terjangkau harga nya dan enak .",0
info sudah dicek minimal ternyata tidak lolos . __laugh__ tapi terima kasih ya minimal dikasih kesempatan psikotes,1
harga > rasa > porsi . cukup ini yang menggambarkan . sebenarnya sih sudah tahu harga nya cuma syok saja melihat model nya . seperti kelamaan dikukus jadi basah2 lembek begitu . hmm . bingung menyarankan coba atau tidak . lebih baik enggak sih .,2
"kami mengunjungi tempat ini di hari raya idul ada . kafe ini buka pukul 09.00 - 04.00 . tetapi saat kami datang pukul 08.00 , ternyata sudah bisa memesan . pilihan makanan banyak , rasa lumayan . harga di antara 20.000 - 30.000 rupiah . nasi siram nya enak , dan jangan lupa memesan gohu rendang seharga rp 25.000 isi 3 tahu yang dalam nya isi rendang , tahu nya ukuran besar .",0
woi pribumi anjing kalian ke laut saja tidak pantas hidup di indonesia cuma membuat sampah . kalian tidak ada kualitas melihat warga ke turunan cantik cantik putih putih barang yang kalian pakai itu produk kami produk cina semua jadi jangan bermimpi ya mengusir kami kalian yang mau kami usir .,2
kehidupan mengajarkan arti sebuah ikhlas dalam kesabaran dalam memaafkan seseorang,0
"sengaja datang ke dusun bambu hanya untuk makan siang di burangrang restoran . suasana dalam restoran sangat menyenangkan karena kami berada di lantai 2 restoran . makanan nya pun sangat enak . rekomendasi soto bandung , pastel dan puding nya .",0
"selalin kartika sari , bandung juga terkenal dengan penganan tangan nya , yaitu amanda brownies kukus . lokasi toko nya yang berada di kawasan dago mempermudah kita untuk mendapatkan cemilan manis ini .",0
"tempat nya nyaman , menu nya lumayan komplet untuk makan . bagi pendatang yang ingin berbelanja oleh-oleh , bisa sekalian istirahat nyobain kuliner bandung di sini",0
kpk gali keterlibatan pihak lain dalam kasus e-ktp dari setya novanto,1
"pelayanan nya oke , standarlah kaya outlet pizza hut lainnya . cocok banget buat nongkrong sama teman atau kolega bisnis .",0
"saat kami datang sedang ramai sekali . dan harus daftar tunggu . namun begitu kami dapat tempat . pesan makanan dan tidak pakai lama , sudah tersaji di depan meja . soal rasa mantaplah . dan harga cocok dah .",0
"kasihan , padahal kalau tidak ada polling denny siregar cebong girang sekali . sayang , dipupus oleh kalah telak nya jokowi di polling denny . hahah",2
jelang duel barca vs milan disambut hujan angin seharian ! alam pun tahu dan menangis sedih melihat permainan trik kotor kedua tim ck ck ck,2
"ini pertama kalinya ke the 18th restaurant . biasanya cuma bisa melihat teman-teman update di lantai kaca . akhirnya ke sini juga . bisa melihat pemandangan bandung jelas sekali , makanan dan minuman nya enak . ditambah di server sama ke dela yang cantik dan ramah . sama sekali tidak menyesal ingin ke sini lagi rasanya !",0
"kafe dengan tema 5 musim tiap bagian tempat makanya yang dapat memandang kota bandung dari atas bukit dago . harga makanan dan minuman nya cukup terjangkau hanya saja kurang banyak porsi nya bagi yang kuat makan , di sini enak sekali bala-bala nya .",0
jokowi tidak suka dengan berita bohong,2
"pilihan sarapan nya sangat beragam , membuat anak saya yang biasanya agak sulit makan pagi jadi mau makan pagi . banyak kue tradisional dan roti yang disajikan disukai oleh nya . menu di gerobak nya unik , khas tradisional nusantara , tiap hari ganti . main course sarapan nya sangat lezat . terutama nasi goreng nya karena saya penggemar nasi goreng . pemandangan restoran luar biasa indah . sambil makan bisa menikmati pemandangan sekitar .",0
kafe ilalang ini model nya kafe taman begitu . makanan sih standar . dengan harga yang tidak begitu mahal . dan tempat nya agak susah dicari . di daerah sukajadi . hanya waktu itu ke sana sepertinya sudah tidak beroperasi lagi .,0
"tempat makan masakan sunda tempo dulu , menu sederhana , ke sini paling favorit semur jengkol , untuk harga memang agak pricey , apalagi menu sambal yang harus bayar . jika anda mengejar rasa masakan sunda yang autentik , dengan aneh patut dipertimbangkan . makanan di sini selalu dihangatkan digoreng ulang sebelum disajikan .",0
"sekarang sudah ada yang di cimahi itu , kemarin di sana nongkrong enak banget direkomendasikan poko nya , strategis dekat jalan utama",0
tidak mahal,0
"kalau sudah gila , ya sudah , tak bisa lagi dihukum , tak bisa lagi diadili , walau sudah separah apapun . nama nya orang gila , ya tak bisa lagi dinasihati dan diingatkan",2
"lokasi restoran ini lumayan jauh dari pusat kota . saya berkunjung ke sini saat malam hari di hari kerja , jadi perjalanan lumayan lancar dan restoran juga lumayan sepi . makanan yang disajikan hampir mirip-mirip dengan restoran sunda lainnya , tetapi pilihan makanan tradisional sangat banyak . restoran ini menawarkan tempat dan pemandangan yang bagus . dan suasana romantis .",0
"ketika ingin menyantap ala kamu bisa makan , pilihan nya selalu hanamasa . lokasi tempat nya cukup enak , sayang memang restoran nya tidak besar sekali karena setiap ke sana selalu daftar tunggu . pilihan makanan nya banyak , dari mulai makanan ringan , bakar-bakaran , rebusan hingga makanan penutup . sangat tidak mengecewakan .",0
"pilihan tepat saya makan malam di restoran ini , makanan nya enak staf nya ramah pemandangan nya luar bisa .",0
"saya agak kesulitan menemukan restoran ini dan benar saja untuk menuju restoran ini memang benar-benar penuh perjuangan . namun semua terbayar ketika saya memasuki restoran , tempat nya benar-benar indah dan asri . di sini anda dapat memilih tempat makan yang anda sukai , yaitu di dalam ruangan atau di luar ruangan . di luar ruangan bisa memilih di balkon , saung atau di bawah payung .",0
banyak pendukung jokowi tidak suka dengan jokowi,2
tidak rekomendasi,2
"konsep rumah makan yang unik . bukan hanya tempat nya yang bagus , menu masakan dan rasa masakan nya juga ciamik . beragam menu rumahan tersedia di sini . minuman nya juga enak enak . untuk kongkow juga asyik , dengan beragam cemilan dan kue . tempat nya luas dan bersih , layanan nya juga ramah , walau persiapan beberapa masakan agak lama . pokok nya one stop culinery .",0
saya kan beli kartu perdana yang sudah ada kuota di gerai pulsa telkomsel,1
presiden jokowi mengaku bangga karena indonesia adalah produsen terbesar minyak kelapa sawit di dunia .,0
pak anies tidak dicegat tidak boleh sedangkan ahok dulu nya dikasih masuk ? apakah kalian membiarkan hal itu terjadi begitu saja ?,2
"walaupun di bandung sudah banyak mi-mi lain yang punya nama . jangan lupa coba mi avon ini . tempat nya memang sempit dan kalau waktu makan siang susah dapat sport aprkir , tapi rasa dan porsi nya tidak mengecewakan . rasanya dari dulu menurut orang tua sampai sekarang tidak berubah .",0
sekilas mengenai raja sunda : restoran khas sunda yang berpusat di jalan terusan pasteur . tapi kebetulan kita sekeluarga mengunjungi cabang yang berada di jalan trunojoyo . cabang yang bahkan tidak tertera di website resmi rajasunda.com hal yang saya sukai : - pelayanan ramah . mulai dari mamang parkir sampai dengan staf resto .,0
"untuk penggemar pedas , mi ini mungkin layak dicoba . saya pesan mie rica dengan bakso udang , menurut saya rasanya biasa saja . tipe mi - nya besar dan gemuk , bukan yang tipis jadi bumbu nya tidak terlalu menyerap ke dalam mie - nya . hanya terasa di permukaan . bakso udang nya juga tidak istimewa . untuk yang tidak suka pedas , bisa pesan mie yang tidak pedas karena lumayan berasa bumbu .",0
setiap kali ke bandung selalu setia mampir ke sini . selain batagor ada mi dan juga di depan nya ada buah es dll. juga selalu beli untuk dibawa ke pulang,0
setiap ke bandung saya selalu ke sini t4 nya bagus dan nyaman . udara di sini dingin . alam nya kerasa banget . makanan nya lumayan,0
bangkrut,2
kesukaan kami di sini bihun dan kwetiau goreng nya . selalu tidak mengecewakan . harga nya juga murah dan selalu ada promo kartu kredit . es teh tawar nya juga ukuran nya besar .,0
"salah satu rumah makan babi panggang di bandung yang lezat . menu nya menu babi tradisional saksang , rica rica , bakut , dan lain-lain tapi disajikan secara modern / masa kini . rasanya top harga sangat bersahabat bagi kantong . samcan nya garing dan mantap . sambal andaliman nya sedap , pedas dan aroma khas . minuman nya juga yahuud , porsi nya juga gede . pokok nya top dech , wajib dicoba bagi penyuka kuliner babi .",0
"ini hotel , international sih , tapi kok mengecewakan sekali !",2
"kue-kue yang disajikan bikin saya bernostalgia . semuanya tipikal kue zaman dulu , baik dari penampilan maupun rasa . kue nya enak dan harga nya juga murah .",0
saya mengunjungi restoran ini bukan saat jam makan siang . tapi restoran nya cukup ramai dan untung nya kami bisa cepat dapat duduk . begitu duduk makanan dan minuman langsung dihidangkan . sambal hijau nya kurang terasa pedas buat kami . makanan enak cukup puas makan di sini .,0
"kalau ke sini jangan pas makan siang , parkir nya susah . sekarang tempat ini sudah 2 lantai , lantai atas buat duduk makan . bungkus banyak bawa pulang",0
"resto dengan konsep alam yang sanggup membuat kita melepas penat dari hiruk pikuk kota . suasana yang sejuk , pelayanan yang ramah dan sajian yang nikmat memang menjadi andalan dari restoran di utara bandung ini .",0
"memberi uang lebih ke mas gocar malah dikembalikan , kata nya buat jajan aku aja",1
"ayam angket nya enak di sini . cocok buat yang habis perjalanan jauh seperti dari jakarta . gue ke sini habis dari jakarta , jadi makan nya pas lapor lapor gitu deh . bikin perut kenyang , makanan nya enak terus pelayanan nya mantap . kasir nya cantik cantik",0
"enak , apalagi kuah kampung nya . buat yang suka pedas kuah merapi memang top sekali . katsu nya mantap ! harga terjangkau sekali , cocok untuk mahasiswa dan pelajar menurut saya . lukisan lukisan di dinding nya sangat menarik dan kreatif .",0
bohong,2
di saat rakyat teriak listrik naik duit susah dicari pengangguran naik rakyat buntut keadilan sang raja malah berpesta,2
"variasi ikan yang ada di tempat ini lumayan complete . harga ikan nya cukup terjangkau ikan ekor kuning / baracuda bakar rp 21.000 per porsi red : exclude nasi . waktu buka nya dari magrib hingga malam hari , lokasi nya persis di depan mbak itb gelap nyawang . menarik .",0
perseteruan deddy mizwar - hidayat nur wahid ditanggapi sinis demokrat,1
"bagi yang suka seafood sangat cocok ke rumah makan ini , terutama menu kepiting nya sangat spesial karena besar-besar kepiting nya dan nikmat terutama dimasak dengan saus tiram",0
terima kasih ya sudah sabar mendengar bacotan aku walaupun pada akhirnya kamu bosan dan menyerah,2
"tiba-tiba teringat ingin makan cah kangkung di bandung , saya googling dan mendapatkan restoran ini . setelah bermacet - macetan di jam pulang kantor , kami tiba di ujung jalan kebon kawung . restoran nya sederhana saja , tanpa ac . ketika melihat daftar makanan dan harga nya , saya langsung kaget juga . cah kangkung special dengan daging sapi dan telur puyuh dihargai rp . 90.000 , - wow mahal sekali .",2
"mantteep tempat nya nyaman banget . perpaduan antara classic dan modern nya kena banget . yang juara itu kopi bleng nya di sini , beda banget sama di tempat lain . makanan nya enak-enak banget . direkomendasikan sekali tempat nya asli dijamin rugi kalau orang luar bandung ke bandung tidak makan atau minum kopi di sini :",0
"jangan pilih pks - lah , munafik itu orang-orang nya",2
"saya mengorderkan gocar untuk saudara saya guna cek up kesehatan nya dan sudah saya bayar dengan gopay , tapi saudara saya yang sakit masih dikenakan biasa cash . kurang ajar !",2
bus no. mys - 17030 rute kota - blok m agar ac nya mohon diperbaiki karena panas dan tidak nyaman bagi penumpang . dikarenakan jalur padat dan penumpang penuh semakin membuat suhu dalam bus makin panas .,2
"ini pertama kalinya saya mencoba , tempat yang menarik , bersih dan makanan nya pun enak-enak sesuai dengan nama resto nya : jenis makanan khas indonesia seperti makanan rumah dan harga nya pun tidak terlalu mahal .",0
tidak lengkap mengunjungi lembang apabila tidak singgah di sini . bersama rekan-rekan bisnis dari luar kota pas banget makan di sini sambil mengenalkan kuliner khas sunda . pemandangan yang menyejukkan mata serta pelayanan yang ramah adalah salah satu kelebihan nya . namun apabila berkunjung di waktu akhir pekan dipastikan antre deh . makan nya sih lumayanlah enak namun harga nya agak mahal,0
"surabaya memang cinta banget sama bu risma , surabaya butuuhh ibuuk , lop yuk buku",0
"pertama kali datang di sini cukup ramai di hari minggu siang hari . tempat ini terkenal dengan ada nya tempat duduk di luar berbentuk kolam air kecil , dan cukup bagus untuk berfoto ria apabila sepi banyak spot bagus . kualitas makanan di sini cukup enak dan tidak mahal-mahal amat . dan pelayanan di tempat ini cukup cepat walaupun dalam keadaan ramai .",0
semua bajingan bule kristen kulit putih yang sekarang lagi di amerika itu semuanya illegal,2
nadia mencari kemeja untuk adik nya di uniqlo,1
"ada yang minat album winter exo ? 215k masih sealed 1st press , dapat 2 poster , dan dapat limited postcard dari dengan . minat pesan langsung aku ya hehehe foldedhands",1
"saya kok yakin banyak yang berpikiran sama seperti saya , muak banget dengan cara komunikasi dan tata kata ala anies dan pandji sama-sama sampah",2
"selalu ke sini setiap ke bandung cemilan aneka rasa khas rumah imoet . favorit rasa oncom ayam telor , atau keju coklat pisang .",0
"kami sampai di the peak sekitar pukul 5 sore untuk menghindari kemacetan . ternyata selain menawarkan keindahan pemandangan malam kota bandung , pemandangan di kala matahari terbenam nya pun tidak kalah bagus . makanan yang disajikan enak dengan harga sesuai dan pelayanan nya juga ramah . sepadan to dicoba !",0
"sudirman said jadi cagub jateng amp ; calon wakil gubernur nya ada 3 silakan filih mau mohammad riza chalid , setya novanto ato maroef sjamsoeddin beamingfacewithsmilingeyes",1
layar rada kuning ya . selebihnya standar,2
besok gua mau marah-marah saja di galeri indosat sekalian,2
"sushi origami berlokasi di jalan ganesha , depan warung pasta . buka nya agak sore menjelang magrib , / - 17.00 wib . sushi origami memilki konsep food truck red : suhsi on pick up . harga nya relatif standar . hanya oke to mahasiswalah ya hmm . spicy salmon sushi cocok untuk buka puasa :",0
"saya suka sekali makan di sini . biasanya paling cocok kalau makan sehabis dari ciater , tengah malam makan ikan bakar di sini , cocok sekali !",0
"lokasi dan arsitektur tempat ini oke banget , cuma kalau makanan dan minuman di sini tidak terlalu istimewa . enak buat bunuh bareng teman-teman .",0
ribuan warga catalonia peringati hari kemerdekaan,1
hasil pertandingan borneo fc vs persija jakarta skor akhir 0 - 1,1
nasi goreng bistik adalah nasi goreng dengan bistik ayam di atas nya . ini adalah makanan kaki lima . setiap malam selalu penuh . hanya buka di malam hari . tidak cocok untuk anak . rasa juga biasa sih sebenarnya .,2
fahri fadil zoo buang tong sampah biar di makan anjing najis bangsat babi ngepet,2
maksud nya 64k itu buat tukar 4 tidak bayar 64 ribu,1
"heroik kata nya . tetapi kabur tidak pulang-pulang , terus asik merengek minta dihilangkan tuduhan-tuduhan ke dia . duh , apa sudah kehabisan idola sampai yang pengecut begitu pun dipuja-puja .",2
"awal nya saya makan dan nongkrong di restoran bertidak permai kebutuhan nya untuk bertemu dengan rekan kerja dan dia yang menentukan tempat di mana kami bisa berbincang sambil makan siang , ternyata beliau memilih restoran ini , dan akhirnya kami pun bertemu setelah saya lihat-lihat dan makan-makan nya di sini enak-enak dan ini salah satu restoran yang ada dari zaman dulu , saya penasaran dengan menu-menu andalan di tempat ini dan ternyata memang memuaskan .",0
silakan diproses minimal,1
"jika anda ke bandung , silakan mampir makanan yang yang enak di jalan . geger kalong : kambing bakar ala cairo wow . enak nya .",0
"saya sangat menyesal , saya bersumpah tidak akan pilih jokowi lagi .",2
"harga memang tidak bisa bohong , walaupun untuk ukuran batagor termasuk mahal tapi rasanya memang enak banget . kerasa banget ikan nya , tapi tidak amis . favorit saya ya siomay nya . selain batagor juga jual oleh-oleh khas bandung , roti bakar . roti bakar nya juga tersedia macam-macam varian begitu isi nya . kalau ke bandung harus mampir .",0
: sekarang kamu bisa menonton apa saja di genflix selama 24 jam .,1
"salah satu menu pizza hut favorit saya adalah chicken wings . sayang nya , pizza hut bip tidak menyediakan menu chicken wings 10 potong red : bisa didapatkan di store phd dago . jangan lupa isi survey yang ada di struck , kamu bisa dapat free garlic bread untuk pemesanan berikut nya .",0
"a saya restoran yang berlokasi di pasteur hyper point merupakan restoran yang menjual makanan makanan cepat saji terutama ayam goreng . menu andalan saya apabila ke a saya adalah ayam goreng krispy , karena menurut saya rasa ayam goreng nya lebih unik ketimbang restoran makanan cepat saji lainnya . selain itu , menu favorit saya lainnya adalah beef burger dan ice cream sundae yang merupakan menu khas restoran a saya .",0
kafe dan restoran noah s barn di bandung utara . coffe nya dan makanan nya sih biasa-biasa saja . hanya dalam kafe noah s afa taman nya bagus sekali .,0
"dari kecil suka makan ayam jogja , kalau beli pasti dibungkus dan makan di rumah sama keluarga . rasa ayam nya dari dulu tidak berubah , dan itu yang membuat saya suka . ayam nya itu ayam kampung , dan biasanya saya beli yang 1 ekor . sambal nya juga cocok dimakan dengan ayam .",0
"menu yang ditawarkan cukup unik , kami pesan black charcoal yamin , green yamin dan mozzarella bakso . harga terjangkau , kurang dari 100 ribu untuk 2 orang sudah kenyang puol . untuk rasa , sepertinya masih banyak yang lebih baik , kalau dibandingkan dengan tinggi awareness brand seperti jawir atau afung tetap masih belum bisa menandingi",0
"giggle box di progo ini memang beda dibanding giggle box cabang lain . di sini lebih nyaman , sejuk , tidak terlalu bising kendaraan dan pelayan nya ramah-ramah juga ganteng-ganteng hehe . desain interior dan furniture yang selalu jadi unggulan giggle box ini juga menurut aku paling oke di sini . tempat favorit itu di lantai 2 , selain lebih pribadi , sofa-sofa nya juga lebih nyaman .",0
"tempat nya bagus , lumayanlah ada tempat vip begitu , tapi tempat via nya hiasan nya kurang , lalu yaah kurang menarik sih sebenarnya , tapi menurut saya cukuplah untuk 20 erangan . makanan nya lumayan enak .",0
samsung kok hobi banget melar sih,2
"saya penyuka seni , jadi kadangkala saya memerlukan pergi ke tempat tempat bercita rasa seni untuk me re charge hati dan pikiran . di bandung , beberapa tempat indah sudah saya ku njungi dan 2 hari lalu saya niatkan pergi ke resto dan gallery ini . dan penat saya langsung hilang . mantap dan menyenangkan .",0
anjing polisi nya diam saja ketika ada masalah gituan . tidak berguna .,2
"yang merasa cemburu , mohon tahu diri . anda bukan siapa-siapa .",2
abdul basyid has harap peringatan tahun baru islam dijadikan momentum evaluasi diri,1
tidak bisa tidak bangga sama pak jokowi karena pak jokowi adalah satu-satunya presiden yang mengendarai multimoda transportasi .,0
"makanan tidak ada yang bisa dipesan , kopi juga tidak ada . pesan onion ring dikasih calamari , chicken katsu tipis sekali plus nasi 35 ribu tidak sepadan banget . bawaan nya pengin marah . maaf tidak bakal balik lagi .",2
"paham aku rasanya jadi bu risma begini , banyak pilihan tapi memilih setia itu juara memang , toplah bu walikota aku :",0
"sangat menikmati teh yang disediakan di sini , free refill , tapi kopi nya cappuccino biasa saja . the itu adalah super . makanan favorit , salad tofu , healthy and delicious . dessert nya juga lezat , lokasi sangat strategis , sangat mudah dicapai , dengan lokasi parkir yang luas dan nyaman .",0
"beberapa kali mengunjungi tempat ini pemandangan sangat elok udara segar dan dingin makanan cukup baik , pelayanan cepat . sayang nya tidak ada wine by glass . hanya by bottle ! kamar mandi kurang bersih . harus nya bisa dibuat lebih bersih dan wangi !",0
"mi rica nya sangat pedas , siapkan perut anda . porsi nya cukup untuk 1 orang , jadi tidak terbuang . ada juga menu yang tidak pedas . di luar restoran biasanya ada tukang es krim durian yang enak .",0
"rasa bumbu nasi goreng nya tidak seenak dulu lagi , terkesan hambar dan lebih asin . perlu ada pengontrol kualitas rasa agar kualitas tetap terjaga .",2
"gue tidak pernah suka politikus , gue sama-sama tidak suka anies maupun ahok . tapi kalau tendensi politik atau sekadar jijik bikin lo buta , mungkin kamulah yang sebenarnya toxic .",2
sangat berkesan duduk di dalam saung atap rumbay di tengah sawah .. di layanai oleh pelayan yang khas mojang pryangan . dengan danau di sekitar tempat makan,0
buka puasa bareng teman lama tempat nya dekat jalan tol pasteur dengan sate kambing polos dan gule kambing nya enak sekali pas di lidah pas di dompet juga tempat nya juga luas pinggir jalan pula,0
polisi bagaimana sih ? harus nya perlakuan tilang tidak pandang bulu ! polisi gabut,2
"sebetulnya bubur ayam ini biasa saja , tapi porsi ayam yang sangat melimpah membuat bubur ini terkenal . ditambah sambel nya yang lezat di mulut .",0
"restoran dengan konsep tempat makan yang sangat asri , apalagi kalau malam suasana nya sangat indah dengan lampu lampu nya , makanan nya pun enak rasanya . cocok untuk tempat kumpul keluarga .",0
fahri hamzonk ketua mulut nyinyir mulut bangkai busuk . sangat tidak sesuai dengan sok agamis nya sok intelek tapi otak nya isi nya jelek . harus nya mulut nya itu di cuci sama air kencing nya sendiri,2
"saya dulu sering makan di restoran ini , biasanya saya memesan kepiting dan udang . tidak ada masalah dengan kualitas bahan sebelumnya . namun minggu lalu saya kecewa dengan kualitas kepiting di hdl . saya sering makan kepiting , sehingga saya tahu persis bagaimana rasa kepiting yang segar dengan yang sudah lama disimpan . ketika saya makan di sana , saya merasakan bau amis dan rasa yang aneh .",2
"kalau niat makan-makan di bandung sambil menikmati suasana yang nyaman , asri sekaligus bisa foto-foto di galeri yang terbuat semua dari kayu , congo restoran adalah tempat nya . menu makanan nya sih umum , ada masakan indonesia dan barat , berbagai macam minuman juga tersedia lengkap . waktu kita ke sini malam hari untuk makan malam , terbebetulan bareng sama yang ulang tahun dan ada juga pasangan yang menikmati makam malam . saya pribadi suka .",0
"salah satu tempat makan ayam goreng yang enak . rasanya otentik , bumbu nya meresap sampai dalam . dan yang menjadi favorit saya adalah kremes nya yang enak rasanya . sambal nya pun juara . tempat nya sudah dari lama , dan menjadi ikon jalan cipaganti . harga nya standar restoran",0
pemandangan malam hari lumayan indah cuaca sejuk cocok untuk pasangan muda . makanan barat rasanya lebih pas dibanding dengan lokal makanan yang rasanya biasa-biasa saja tetapi harga sangat premium,0
rasis . tapi kenyataan kan ? jawab dong kalau memang kamu pintar . benar kan . coba sebutkan tokoh yang menginspirasi sunda ? dosen itb saja bukan dari sunda,2
"memang bagus kok barang nya , tidak masalah dengan barang",0
"harus sering bertanya untuk menemukan tempat terkenal ini karena letak nya di dalam suatu gang . memang gang nya tidak kecil , hanya saja tidak familiar dengan jalanan di bandung . antrean untuk pesan bakso nya cukup panjang . porsi bakso nya mengenyangkan . rasanya enak sekali . saya sarankan untuk makan bakso nya dengan kuah original dahulu lalu campurkan kecap atau saus setelah menikmati versi original nya . harga nya tergolong murah .",0
"ini merupakan tempat favorit saya sebagai penikmat makanan pedas , karena rata-rata makanan di sini memiliki rasa pedas dengan level tertentu . yang paling saya suka adalah tahu bodoh , mantaap deh ! bebek goreng nya juga enak , guriih !",0
presiden jokowi kebanggaan ku .,0
"sama sekali tidak ada rencana untuk makan di sini tapi karena waktu sudah mepet untuk pergi ke pasteur atau pasirkaliki , akhirnya dago dipilih untuk tempat singgah cari makan malam . ini jadi tempat terdekat karena kami baru mengunjungi tahura ir . juanda . tahu tempat ini dari teman satu perjalanan yang dapat rekomendasi dari teman nya yang tinggal di bandung .",0
"sate kambing nya juara . empuk dan tidak berbau . sate ayam nya juga enak , per tusuk daging nya besar . bagi yang biasa makan porsi kecil , 5 tusuk sudah cukup kenyang . tapi untuk sate kambing pesanlah 1 porsi , tidak akan menyesal .",0
"enak gila , rasanya memuaskan selera .",0
kami makan di sini untuk pertama kali dan kami memilih untuk duduk di lesehan . terus terang kami merasa sangat tidak nyaman karena ada kucing-kucing yang berkeliaran dan parah nya kucing tersebut bisa sampai meloncat naik ke atas meja ! pelayan nya sudah dikasih tahu tapi hanya mengusir sara biasa saja dan hal tersebut mengakibatkan kucing tersebut kembali lagi . !! seharusnya mereka menjaga dan membawa kucing itu .,2
